building STRAT-011 features...
  120111 M5 bars
=== STRAT-011 sweep: 48 configs, rank by MIN(IS,OOS) ===
[47/48] IS  23.4 OOS  10.6 MIN  10.6 (oos 15/142d brch 57) 17s | BEST  66.2 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': False}
[48/48] IS  10.8 OOS   5.2 MIN   5.2 (oos 6/116d brch 47) 16s | BEST  66.2 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': False}

=== TOP 8 BY MIN ===
  MIN  66.2 IS  70.0 OOS  66.2 oosD 142 brch 1 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': False}
  MIN  65.4 IS  65.4 OOS  66.4 oosD 116 brch 0 {'rr': 1.5, 'risk_pct': 2.0, 'recross': False, 'require15': True}
  MIN  64.1 IS  68.2 OOS  64.1 oosD 142 brch 0 {'rr': 1.5, 'risk_pct': 2.0, 'recross': True, 'require15': False}
  MIN  60.6 IS  71.3 OOS  60.6 oosD 142 brch 0 {'rr': 1.0, 'risk_pct': 2.0, 'recross': False, 'require15': False}
  MIN  58.5 IS  64.3 OOS  58.5 oosD 142 brch 0 {'rr': 2.0, 'risk_pct': 2.0, 'recross': True, 'require15': False}
  MIN  56.3 IS  67.1 OOS  56.3 oosD 142 brch 0 {'rr': 1.0, 'risk_pct': 2.0, 'recross': True, 'require15': False}
  MIN  56.3 IS  56.6 OOS  56.3 oosD 142 brch 0 {'rr': 2.0, 'risk_pct': 1.5, 'recross': False, 'require15': False}
  MIN  56.3 IS  56.6 OOS  56.3 oosD 142 brch 1 {'rr': 2.0, 'risk_pct': 2.0, 'recross': False, 'require15': False}

DONE=NO best MIN 66.2%
